date_file,County,Population,PCR_Positive_Tests,PCR_Positive_Percent,PCR_Total_Tests,Beds_Occupied_Total,Beds_Occupied_Percent,Beds_Available_Total,COVID_Total_Admissions,COVID_Susp_Admissions,COVID_Conf_Admissions
2021-09-09,"Duval County, FL",957755,652.9165714285715,0.136,33606,382.44,0.84,3187,72.85714285714286,NA,510
2021-09-10,"Miami-Dade County, FL",2716940,2108,0.08,184450,757.66,0.86,6167,107.14285714285714,NA,750
2021-09-10,"Broward County, FL",1952778,1809.7594285714288,0.129,98204,557.3957142857143,0.81,4817,124.28571428571429,NA,870
2021-09-10,"Palm Beach County, FL",1496770,1154.442857142857,0.15,53874,423.3,0.83,3570,91.57142857142857,NA,641
2021-09-10,"Duval County, FL",957755,655.1057142857144,0.138,33230,382.44,0.84,3187,71.85714285714286,NA,503
2021-09-13,"Miami-Dade County, FL",2716940,1991.6324285714288,0.083,167969,746.1785714285714,0.85,6145,96.71428571428571,NA,677
2021-09-13,"Broward County, FL",1952778,1496.5761428571427,0.123,85171,557.6271428571429,0.81,4819,100.57142857142857,NA,704
2021-09-13,"Palm Beach County, FL",1496770,955.1108571428571,0.144,46429,417.6142857142857,0.82,3565,72.71428571428571,NA,509
2021-09-13,"Duval County, FL",957755,501.192,0.126,27844,386.99285714285713,0.85,3187,61.142857142857146,NA,428
2021-09-14,"Miami-Dade County, FL",2716940,2002.6977142857143,0.082,170962,745.2071428571428,0.85,6137,101.14285714285714,NA,708
2021-09-14,"Broward County, FL",1952778,1530.6737142857144,0.124,86409,556.5857142857143,0.81,4810,103.85714285714286,NA,727
2021-09-14,"Palm Beach County, FL",1496770,947.0481428571428,0.143,46359,420.21714285714285,0.83,3544,74,NA,518
2021-09-14,"Duval County, FL",957755,504.592,0.122,28952,386.99285714285713,0.85,3187,57.714285714285715,NA,404
2021-09-15,"Miami-Dade County, FL",2716940,1834.9971428571428,0.081,158580,735.84,0.84,6132,96.14285714285714,NA,673
2021-09-15,"Broward County, FL",1952778,1459.4511428571427,0.122,83739,555.0814285714285,0.81,4797,101.14285714285714,NA,708
2021-09-15,"Palm Beach County, FL",1496770,909.24,0.14,45462,419.03142857142853,0.83,3534,70.42857142857143,NA,493
2021-09-15,"Duval County, FL",957755,504.26085714285716,0.122,28933,391.5457142857143,0.86,3187,55,NA,385
2021-09-16,"Miami-Dade County, FL",2716940,1609.1399999999999,0.078,144410,745.5714285714286,0.85,6140,97,NA,679
2021-09-16,"Broward County, FL",1952778,1429.108,0.122,81998,555.7757142857143,0.81,4803,98.85714285714286,NA,692
2021-09-16,"Palm Beach County, FL",1496770,897.138,0.138,45507,418.7942857142857,0.83,3532,65.42857142857143,NA,458
2021-09-16,"Duval County, FL",957755,509.6462857142857,0.122,29242,391.5457142857143,0.86,3187,53.142857142857146,NA,372
2021-09-17,"Miami-Dade County, FL",2716940,1446.7721428571429,0.079,128195,744.7214285714286,0.85,6133,94,NA,658
2021-09-17,"Broward County, FL",1952778,1393.7628571428572,0.122,79970,556.47,0.81,4809,92.71428571428571,NA,649
2021-09-17,"Palm Beach County, FL",1496770,841.8059999999999,0.131,44982,417.9642857142857,0.83,3525,61.42857142857143,NA,430
2021-09-17,"Duval County, FL",957755,490.52599999999995,0.118,29099,391.5457142857143,0.86,3187,46.57142857142857,NA,326
2021-09-20,"Miami-Dade County, FL",2716940,1341.8338571428571,0.073,128669,734.4,0.85,6048,74,NA,518
2021-09-20,"Broward County, FL",1952778,1332.8897142857143,0.108,86391,547.7714285714286,0.8,4793,78.57142857142857,NA,550
2021-09-20,"Palm Beach County, FL",1496770,828.0577142857144,0.116,49969,409.8828571428571,0.82,3499,49.857142857142854,NA,349
2021-09-20,"Duval County, FL",957755,505.8348571428572,0.107,33092,391.5457142857143,0.86,3187,44,NA,308
2021-09-21,"Miami-Dade County, FL",2716940,1473.3462857142856,0.072,143242,728.4499999999999,0.85,5999,76.71428571428571,NA,537
2021-09-21,"Broward County, FL",1952778,1274.3774285714285,0.106,84157,546.2857142857143,0.8,4780,84.71428571428571,NA,593
2021-09-21,"Palm Beach County, FL",1496770,793.2098571428571,0.117,47457,409.0628571428571,0.82,3492,49.142857142857146,NA,344
2021-09-21,"Duval County, FL",957755,453.0402857142857,0.102,31091,391.5457142857143,0.86,3187,43.714285714285715,NA,306
2021-09-22,"Miami-Dade County, FL",2716940,1551.907857142857,0.071,153005,715.3199999999999,0.84,5961,76.85714285714286,NA,538
2021-09-22,"Broward County, FL",1952778,1252.7849999999999,0.105,83519,539.0057142857142,0.79,4776,80.57142857142857,NA,564
2021-09-22,"Palm Beach County, FL",1496770,763.628,0.116,46081,413.22142857142853,0.83,3485,50.285714285714285,NA,352
2021-09-22,"Duval County, FL",957755,409.1182857142857,0.097,29524,391.5457142857143,0.86,3187,40.57142857142857,NA,284
2021-09-23,"Miami-Dade County, FL",2716940,1604.2302857142859,0.069,162748,722.16,0.84,6018,75,NA,525
2021-09-23,"Broward County, FL",1952778,1215.6354285714285,0.103,82616,538.1028571428571,0.79,4768,78.85714285714286,NA,552
2021-09-23,"Palm Beach County, FL",1496770,724.7792857142857,0.115,44117,408.00857142857143,0.82,3483,51.857142857142854,NA,363
2021-09-23,"Duval County, FL",957755,395.16414285714285,0.097,28517,386.99285714285713,0.85,3187,39.57142857142857,NA,277
2021-09-24,"Miami-Dade County, FL",2716940,1676.7925714285716,0.068,172611,721.4399999999999,0.84,6012,71.28571428571429,NA,499
2021-09-24,"Broward County, FL",1952778,1185.913142857143,0.101,82192,536.8614285714286,0.79,4757,78.14285714285714,NA,547
2021-09-24,"Palm Beach County, FL",1496770,702.085142857143,0.113,43492,408.47714285714284,0.82,3487,52.285714285714285,NA,366
2021-09-24,"Duval County, FL",957755,370.1028571428571,0.092,28160,391.5457142857143,0.86,3187,36.57142857142857,NA,256
2021-09-27,"Miami-Dade County, FL",2716940,1455.8259999999998,0.061,167062,732.4799999999999,0.84,6104,66.71428571428571,NA,467
2021-09-27,"Broward County, FL",1952778,1056.852,0.093,79548,536.6357142857144,0.79,4755,63.714285714285715,NA,446
2021-09-27,"Palm Beach County, FL",1496770,570.3085714285714,0.096,41585,410,0.82,3500,46.57142857142857,NA,326
2021-09-27,"Duval County, FL",957755,302.48,0.08,26467,386.99285714285713,0.85,3187,32.142857142857146,NA,225
2021-09-28,"Miami-Dade County, FL",2716940,1286.0061428571428,0.059,152577,733.0799999999999,0.84,6109,66.57142857142857,NA,466
2021-09-28,"Broward County, FL",1952778,1000.675,0.091,76975,530.5114285714286,0.78,4761,66.85714285714286,NA,468
2021-09-28,"Palm Beach County, FL",1496770,534.4148571428572,0.092,40662,405.1157142857143,0.81,3501,43.42857142857143,NA,304
2021-09-28,"Duval County, FL",957755,281.048,0.076,25886,382.44,0.84,3187,31.428571428571427,NA,220
2021-09-29,"Miami-Dade County, FL",2716940,1206.864,0.058,145656,723.76,0.83,6104,63.42857142857143,NA,444
2021-09-29,"Broward County, FL",1952778,946.47685714285706,0.089,74442,529.8428571428572,0.78,4755,67.42857142857143,NA,472
2021-09-29,"Palm Beach County, FL",1496770,507.42128571428566,0.087,40827,405.3471428571429,0.81,3503,40.42857142857143,NA,283
2021-09-29,"Duval County, FL",957755,275.19642857142856,0.075,25685,383.15999999999997,0.84,3193,31,NA,217
2021-09-30,"Miami-Dade County, FL",2716940,1150.424,0.056,143803,722.8114285714285,0.83,6096,62.857142857142854,NA,440
2021-09-30,"Broward County, FL",1952778,907.4235714285714,0.085,74729,529.5085714285714,0.78,4752,60.857142857142854,NA,426
2021-09-30,"Palm Beach County, FL",1496770,494.42400000000004,0.084,41202,404.7685714285714,0.81,3498,37.57142857142857,NA,263
2021-09-30,"Duval County, FL",957755,257.2938571428571,0.071,25367,383.75999999999993,0.84,3198,31.142857142857142,NA,218
2021-10-01,"Miami-Dade County, FL",2716940,1170.8045714285713,0.058,141304,718.1871428571428,0.83,6057,60.57142857142857,NA,424
2021-10-01,"Broward County, FL",1952778,910.9272857142857,0.087,73293,529.0628571428572,0.78,4748,55.57142857142857,NA,389
2021-10-01,"Palm Beach County, FL",1496770,496.10857142857145,0.085,40856,404.07428571428574,0.81,3492,34.857142857142854,NA,244
2021-10-01,"Duval County, FL",957755,246.04000000000002,0.07,24604,384.48,0.84,3204,30.428571428571427,NA,213
2021-10-04,"Miami-Dade County, FL",2716940,1037.309142857143,0.054,134466,717.7342857142856,0.82,6127,50,NA,350
2021-10-04,"Broward County, FL",1952778,778.5799999999999,0.077,70780,527.1685714285715,0.78,4731,43.42857142857143,NA,304
2021-10-04,"Palm Beach County, FL",1496770,456.0137142857143,0.082,38928,396.80000000000007,0.8,3472,31,NA,217
2021-10-04,"Duval County, FL",957755,209.86999999999998,0.062,23695,381.8,0.83,3220,27.142857142857142,NA,190
2021-10-05,"Miami-Dade County, FL",2716940,992.9177142857143,0.052,133662,713.6342857142856,0.82,6092,51,NA,357
2021-10-05,"Broward County, FL",1952778,759.012,0.076,69909,526.7228571428572,0.78,4727,44.857142857142854,NA,314
2021-10-05,"Palm Beach County, FL",1496770,428.5524285714286,0.079,37973,396.80000000000007,0.8,3472,30.285714285714285,NA,212
2021-10-05,"Duval County, FL",957755,191.55742857142857,0.058,23119,377.9028571428571,0.82,3226,24.571428571428573,NA,172
2021-10-06,"Miami-Dade County, FL",2716940,935.3142857142858,0.05,130944,718.2028571428572,0.82,6131,50.42857142857143,NA,353
2021-10-06,"Broward County, FL",1952778,722.0534285714285,0.073,69238,520.1899999999999,0.77,4729,41.285714285714285,NA,289
2021-10-06,"Palm Beach County, FL",1496770,411.294,0.078,36911,391.1628571428572,0.79,3466,27.571428571428573,NA,193
2021-10-06,"Duval County, FL",957755,186.50314285714288,0.058,22509,377.9028571428571,0.82,3226,23,NA,161
2021-10-07,"Miami-Dade County, FL",2716940,930.5,0.05,130270,719.14,0.82,6139,46.42857142857143,NA,325
2021-10-07,"Broward County, FL",1952778,690.0794285714285,0.071,68036,520.52,0.77,4732,42,NA,294
2021-10-07,"Palm Beach County, FL",1496770,393.7342857142857,0.076,36265,391.3885714285715,0.79,3468,25.714285714285715,NA,180
2021-10-07,"Duval County, FL",957755,186.18714285714285,0.059,22090,377.9028571428571,0.82,3226,20.428571428571427,NA,143
2021-10-08,"Miami-Dade County, FL",2716940,925.2142857142857,0.05,129530,711.7585714285715,0.81,6151,46,NA,322
2021-10-08,"Broward County, FL",1952778,680.5248571428572,0.071,67094,522.39,0.77,4749,43,NA,301
2021-10-08,"Palm Beach County, FL",1496770,397.265,0.077,36115,391.05,0.79,3465,24.428571428571427,NA,171
2021-10-08,"Duval County, FL",957755,179.99057142857143,0.058,21723,377.9028571428571,0.82,3226,19.142857142857142,NA,134
2021-10-12,"Miami-Dade County, FL",2716940,776.0845714285714,0.044,123468,700.4185714285715,0.81,6053,40.57142857142857,NA,284
2021-10-12,"Broward County, FL",1952778,528.0317142857143,0.057,64846,522.39,0.77,4749,42,NA,294
2021-10-12,"Palm Beach County, FL",1496770,301.49685714285715,0.061,34598,386.42285714285714,0.79,3424,24.428571428571427,NA,171
2021-10-12,"Duval County, FL",957755,144.221,0.049,20603,382.51142857142855,0.83,3226,19.285714285714285,NA,135
2021-10-13,"Miami-Dade County, FL",2716940,756.5727142857143,0.043,123163,700.8814285714286,0.81,6057,39,NA,273
2021-10-13,"Broward County, FL",1952778,532.744,0.056,66593,521.84,0.77,4744,40.42857142857143,NA,283
2021-10-13,"Palm Beach County, FL",1496770,304.44228571428573,0.061,34936,390.2857142857143,0.8,3415,24.428571428571427,NA,171
2021-10-13,"Duval County, FL",957755,146.0857142857143,0.05,20452,387.11999999999995,0.84,3226,19,NA,133
2021-10-14,"Miami-Dade County, FL",2716940,736.5240000000001,0.042,122754,710.0028571428571,0.82,6061,36.714285714285715,NA,257
2021-10-14,"Broward County, FL",1952778,513.8501428571428,0.053,67867,519.64,0.77,4724,41,NA,287
2021-10-14,"Palm Beach County, FL",1496770,299.0142857142857,0.06,34885,389.14285714285717,0.8,3405,22.857142857142858,NA,160
2021-10-14,"Duval County, FL",957755,135.99114285714285,0.047,20254,382.51142857142855,0.83,3226,19,NA,133
2021-10-15,"Miami-Dade County, FL",2716940,751.9041428571428,0.043,122403,708.5971428571428,0.82,6049,35.42857142857143,NA,248
2021-10-15,"Broward County, FL",1952778,507.6908571428571,0.052,68343,517.4399999999999,0.77,4704,38.857142857142854,NA,272
2021-10-15,"Palm Beach County, FL",1496770,284.0425714285714,0.058,34281,383.82714285714286,0.79,3401,21,NA,147
2021-10-15,"Duval County, FL",957755,132.40114285714284,0.046,20148,382.51142857142855,0.83,3226,21,NA,147
2021-10-18,"Miami-Dade County, FL",2716940,656.5705714285714,0.039,117846,715.222857142857,0.83,6032,34.285714285714285,NA,240
2021-10-18,"Broward County, FL",1952778,501.56171428571423,0.053,66244,519.2571428571429,0.78,4660,30,NA,210
2021-10-18,"Palm Beach County, FL",1496770,251.88628571428572,0.053,33268,373.2857142857143,0.78,3350,17.714285714285715,NA,124
2021-10-18,"Duval County, FL",957755,116.82600000000001,0.042,19471,368.6857142857143,0.8,3226,16.142857142857142,NA,113
2021-10-19,"Miami-Dade County, FL",2716940,651.6788571428572,0.039,116968,725.6571428571427,0.83,6120,36.142857142857146,NA,253
2021-10-19,"Broward County, FL",1952778,489.34142857142854,0.053,64630,516.9171428571428,0.78,4639,32.142857142857146,NA,225
2021-10-19,"Palm Beach County, FL",1496770,238.82571428571427,0.051,32780,379.99000000000007,0.79,3367,17.428571428571427,NA,122
2021-10-19,"Duval County, FL",957755,111.79528571428571,0.041,19087,368.6857142857143,0.8,3226,14.571428571428571,NA,102
2021-10-20,"Miami-Dade County, FL",2716940,600.0501428571428,0.037,113523,718.6714285714286,0.82,6135,36.42857142857143,NA,255
2021-10-20,"Broward County, FL",1952778,435.58571428571435,0.05,60982,515.58,0.78,4627,32.285714285714285,NA,226
2021-10-20,"Palm Beach County, FL",1496770,223.608,0.049,31944,387.1,0.79,3430,16.285714285714285,NA,114
2021-10-20,"Duval County, FL",957755,106.38085714285715,0.039,19094,364.07714285714286,0.79,3226,14.142857142857142,NA,99
2021-10-21,"Miami-Dade County, FL",2716940,571.3457142857143,0.036,111095,718.7885714285713,0.82,6136,37.714285714285715,NA,264
2021-10-21,"Broward County, FL",1952778,409.29,0.049,58470,515.3571428571429,0.78,4625,30.428571428571427,NA,213
2021-10-21,"Palm Beach County, FL",1496770,217.959,0.049,31137,388.45428571428573,0.79,3442,16.428571428571427,NA,115
2021-10-21,"Duval County, FL",957755,101.7477142857143,0.038,18743,364.07714285714286,0.79,3226,13.714285714285714,NA,96
2021-10-22,"Miami-Dade County, FL",2716940,566.0845714285714,0.036,110072,719.9599999999999,0.82,6146,36.57142857142857,NA,256
2021-10-22,"Broward County, FL",1952778,401.49899999999997,0.049,57357,515.2457142857144,0.78,4624,29.714285714285715,NA,208
2021-10-22,"Palm Beach County, FL",1496770,217.04285714285717,0.05,30386,389.0185714285714,0.79,3447,15.714285714285714,NA,110
2021-10-22,"Duval County, FL",957755,98.13985714285714,0.037,18567,364.07714285714286,0.79,3226,12,NA,84
2021-10-25,"Miami-Dade County, FL",2716940,1537.676,0.098,109834,711.4114285714286,0.81,6148,29.285714285714285,NA,205
2021-10-25,"Broward County, FL",1952778,426.5894285714285,0.053,56342,515.2457142857144,0.78,4624,23.285714285714285,NA,163
2021-10-25,"Palm Beach County, FL",1496770,185.17642857142854,0.043,30145,392.6857142857143,0.8,3436,16.428571428571427,NA,115
2021-10-25,"Duval County, FL",957755,88.17128571428573,0.033,18703,368.6857142857143,0.8,3226,12.857142857142858,NA,90
2021-10-26,"Miami-Dade County, FL",2716940,1595.116857142857,0.103,108406,711.8857142857144,0.8,6229,30.285714285714285,NA,212
2021-10-26,"Broward County, FL",1952778,418.02799999999996,0.052,56273,513.0171428571429,0.78,4604,25.714285714285715,NA,180
2021-10-26,"Palm Beach County, FL",1496770,178.956,0.042,29826,386.87428571428575,0.79,3428,16.428571428571427,NA,115
2021-10-26,"Duval County, FL",957755,85.32114285714286,0.032,18664,368.6857142857143,0.8,3226,11.857142857142858,NA,83
2021-10-27,"Miami-Dade County, FL",2716940,1595.2051428571428,0.103,108412,711.3142857142858,0.8,6224,27.857142857142858,NA,195
2021-10-27,"Broward County, FL",1952778,403.88357142857143,0.051,55435,515.8028571428572,0.78,4629,25.142857142857142,NA,176
2021-10-27,"Palm Beach County, FL",1496770,172.00671428571428,0.041,29367,385.52000000000004,0.79,3416,17,NA,119
2021-10-27,"Duval County, FL",957755,81.30414285714286,0.031,18359,373.2942857142857,0.81,3226,11.285714285714286,NA,79
2021-10-28,"Miami-Dade County, FL",2716940,1490.700857142857,0.102,102303,710.4,0.8,6216,25.428571428571427,NA,178
2021-10-28,"Broward County, FL",1952778,397.16614285714286,0.051,54513,522.4157142857143,0.79,4629,24.428571428571427,NA,171
2021-10-28,"Palm Beach County, FL",1496770,167.21142857142857,0.04,29262,383.94,0.79,3402,17.428571428571427,NA,122
2021-10-28,"Duval County, FL",957755,78.05999999999999,0.03,18214,373.2942857142857,0.81,3226,10.857142857142858,NA,76
2021-10-29,"Miami-Dade County, FL",2716940,1370.3155714285715,0.099,96891,710.0571428571429,0.8,6213,25.142857142857142,NA,176
2021-10-29,"Broward County, FL",1952778,385.31428571428575,0.05,53944,522.6414285714286,0.79,4631,24.428571428571427,NA,171
2021-10-29,"Palm Beach County, FL",1496770,166.66857142857143,0.04,29167,384.16571428571433,0.79,3404,17,NA,119
2021-10-29,"Duval County, FL",957755,75.56157142857144,0.029,18239,373.2942857142857,0.81,3226,10.285714285714286,NA,72
2021-11-01,"Miami-Dade County, FL",2716940,469.0525714285714,0.033,99496,714.3042857142857,0.81,6173,24.714285714285715,NA,173
2021-11-01,"Broward County, FL",1952778,291.042,0.038,53613,522.8671428571429,0.79,4633,19.428571428571427,NA,136
2021-11-01,"Palm Beach County, FL",1496770,154.01942857142856,0.038,28372,382.36,0.79,3388,12.714285714285714,NA,89
2021-11-01,"Duval County, FL",957755,72.432,0.028,18108,373.2942857142857,0.81,3226,10,NA,70
2021-11-02,"Miami-Dade County, FL",2716940,465.1017142857143,0.032,101741,711.7714285714286,0.8,6228,24.142857142857142,NA,169
2021-11-02,"Broward County, FL",1952778,280.88814285714284,0.037,53141,522.7542857142857,0.79,4632,22,NA,154
2021-11-02,"Palm Beach County, FL",1496770,140.675,0.035,28135,392.80000000000007,0.8,3437,14,NA,98
2021-11-02,"Duval County, FL",957755,71.092,0.028,17773,368.6857142857143,0.8,3226,10,NA,70
2021-11-03,"Miami-Dade County, FL",2716940,452.2194285714286,0.032,98923,712.8000000000001,0.8,6237,25.428571428571427,NA,178
2021-11-03,"Broward County, FL",1952778,270.4628571428571,0.036,52590,522.98,0.79,4634,21,NA,147
2021-11-03,"Palm Beach County, FL",1496770,141.13000000000002,0.035,28226,393.4857142857143,0.8,3443,12.857142857142858,NA,90
2021-11-03,"Duval County, FL",957755,67.76228571428571,0.027,17568,368.6857142857143,0.8,3226,9.714285714285714,NA,68
2021-11-04,"Miami-Dade County, FL",2716940,479.7351428571429,0.033,101762,713.1428571428571,0.8,6240,25.571428571428573,NA,179
2021-11-04,"Broward County, FL",1952778,260.095,0.035,52019,523.4314285714286,0.79,4638,20.285714285714285,NA,142
2021-11-04,"Palm Beach County, FL",1496770,148.18499999999997,0.037,28035,394.2857142857143,0.8,3450,12.142857142857142,NA,85
2021-11-04,"Duval County, FL",957755,60.27142857142858,0.025,16876,368.6857142857143,0.8,3226,9.714285714285714,NA,68
2021-11-05,"Miami-Dade County, FL",2716940,461.57257142857145,0.032,100969,699.657142857143,0.8,6122,25.571428571428573,NA,179
2021-11-05,"Broward County, FL",1952778,256.475,0.035,51295,524.1085714285715,0.79,4644,18,NA,126
2021-11-05,"Palm Beach County, FL",1496770,146.53057142857142,0.037,27722,393.6,0.8,3444,12.428571428571429,NA,87
2021-11-05,"Duval County, FL",957755,56.91771428571429,0.024,16601,368.6857142857143,0.8,3226,9.142857142857142,NA,64
2021-11-08,"Miami-Dade County, FL",2716940,383.324,0.028,95831,704.5714285714286,0.8,6165,23.285714285714285,NA,163
2021-11-08,"Broward County, FL",1952778,237.74142857142857,0.033,50430,516.6942857142857,0.78,4637,13.857142857142858,NA,97
2021-11-08,"Palm Beach County, FL",1496770,137.965,0.035,27593,388.2285714285714,0.79,3440,12.714285714285714,NA,89
2021-11-08,"Duval County, FL",957755,46.437000000000005,0.021,15479,368.57142857142856,0.8,3225,9.142857142857142,NA,64
2021-11-09,"Miami-Dade County, FL",2716940,373.83042857142857,0.027,96919,715.7714285714286,0.8,6263,28.857142857142858,NA,202
2021-11-09,"Broward County, FL",1952778,228.89142857142858,0.032,50070,514.4657142857143,0.78,4617,13.571428571428571,NA,95
2021-11-09,"Palm Beach County, FL",1496770,128.997,0.033,27363,389.13142857142856,0.79,3448,12.428571428571429,NA,87
2021-11-09,"Duval County, FL",957755,43.73142857142857,0.02,15306,368.57142857142856,0.8,3225,9.714285714285714,NA,68
2021-11-10,"Miami-Dade County, FL",2716940,367.9371428571429,0.026,99060,717.3714285714286,0.8,6277,28,NA,196
2021-11-10,"Broward County, FL",1952778,221.31342857142857,0.031,49974,506.11,0.77,4601,13.571428571428571,NA,95
2021-11-10,"Palm Beach County, FL",1496770,119.35442857142857,0.031,26951,389.69571428571436,0.79,3453,11.857142857142858,NA,83
2021-11-10,"Duval County, FL",957755,41.70771428571429,0.019,15366,373.17857142857144,0.81,3225,10.142857142857142,NA,71
2021-11-12,"Miami-Dade County, FL",2716940,415.69014285714286,0.029,100339,711.7714285714286,0.8,6228,26.857142857142858,NA,188
2021-11-12,"Broward County, FL",1952778,209.96142857142857,0.03,48991,504.35,0.77,4585,14.285714285714286,NA,100
2021-11-12,"Palm Beach County, FL",1496770,127.09242857142858,0.033,26959,391.84000000000003,0.79,3472,11.142857142857142,NA,78
2021-11-12,"Duval County, FL",957755,38.86457142857142,0.018,15114,377.7857142857143,0.82,3225,9,NA,63
2021-11-15,"Miami-Dade County, FL",2716940,448.4114285714286,0.034,92320,678.7228571428572,0.79,6014,19.428571428571427,NA,136
2021-11-15,"Broward County, FL",1952778,205.41714285714286,0.032,44935,505.01000000000005,0.77,4591,13.285714285714286,NA,93
2021-11-15,"Palm Beach County, FL",1496770,127.51199999999999,0.036,24794,397.3714285714286,0.8,3477,9.285714285714286,NA,65
2021-11-15,"Duval County, FL",957755,35.70428571428571,0.018,13885,377.7857142857143,0.82,3225,7.428571428571429,NA,52
2021-11-16,"Miami-Dade County, FL",2716940,391.43600000000004,0.028,97859,683.7714285714286,0.8,5983,20.142857142857142,NA,141
2021-11-16,"Broward County, FL",1952778,194.628,0.028,48657,513.6857142857143,0.78,4610,15.571428571428571,NA,109
2021-11-16,"Palm Beach County, FL",1496770,114.47142857142856,0.03,26710,395.54285714285714,0.8,3461,10.571428571428571,NA,74
2021-11-16,"Duval County, FL",957755,40.633714285714284,0.018,15802,377.7857142857143,0.82,3225,7.428571428571429,NA,52
2021-11-17,"Miami-Dade County, FL",2716940,363.62057142857145,0.027,94272,683.8857142857142,0.8,5984,19.714285714285715,NA,138
2021-11-17,"Broward County, FL",1952778,183.77742857142857,0.027,47646,511.68,0.78,4592,15.142857142857142,NA,106
2021-11-17,"Palm Beach County, FL",1496770,114.48299999999999,0.031,25851,390.4857142857143,0.79,3460,10.857142857142858,NA,76
2021-11-17,"Duval County, FL",957755,37.776428571428575,0.017,15555,373.17857142857144,0.81,3225,6.857142857142857,NA,48
2021-11-18,"Miami-Dade County, FL",2716940,362.529,0.027,93989,682.5142857142857,0.8,5972,19.142857142857142,NA,134
2021-11-18,"Broward County, FL",1952778,179.41885714285715,0.027,46516,509.67428571428576,0.78,4574,15.857142857142858,NA,111
2021-11-18,"Palm Beach County, FL",1496770,115.01257142857142,0.032,25159,390.4857142857143,0.79,3460,11,NA,77
2021-11-18,"Duval County, FL",957755,39.81342857142857,0.018,15483,373.17857142857144,0.81,3225,6.428571428571429,NA,45
2021-11-19,"Miami-Dade County, FL",2716940,387.868,0.028,96967,729.1885714285715,0.78,6544,19.142857142857142,NA,134
2021-11-19,"Broward County, FL",1952778,190.71599999999998,0.028,47679,471.8514285714285,0.82,4028,14.857142857142858,NA,104
2021-11-19,"Palm Beach County, FL",1496770,113.25257142857143,0.032,24774,390.3728571428572,0.79,3459,10.571428571428571,NA,74
2021-11-19,"Duval County, FL",957755,40.592571428571425,0.018,15786,373.17857142857144,0.81,3225,7,NA,49
2021-11-22,"Miami-Dade County, FL",2716940,386.022,0.026,103929,736.9142857142858,0.8,6448,19.142857142857142,NA,134
2021-11-22,"Broward County, FL",1952778,187.97014285714286,0.027,48733,470.0314285714286,0.81,4062,12.857142857142858,NA,90
2021-11-22,"Palm Beach County, FL",1496770,105.66,0.03,24654,392.17857142857144,0.79,3475,8.857142857142858,NA,62
2021-11-22,"Duval County, FL",957755,44.45428571428572,0.02,15559,373.17857142857144,0.81,3225,5.714285714285714,NA,40
2021-11-23,"Miami-Dade County, FL",2716940,404.8014285714285,0.026,108985,744.1585714285715,0.81,6431,21.142857142857142,NA,148
2021-11-23,"Broward County, FL",1952778,200.336,0.028,50084,468.99000000000007,0.81,4053,14.142857142857142,NA,99
2021-11-23,"Palm Beach County, FL",1496770,105.39014285714286,0.029,25439,392.0657142857143,0.79,3474,8.428571428571429,NA,59
2021-11-23,"Duval County, FL",957755,47.89085714285714,0.022,15238,373.17857142857144,0.81,3225,6.142857142857143,NA,43
2021-11-24,"Miami-Dade County, FL",2716940,393.63214285714287,0.025,110217,741.2457142857144,0.79,6568,22.285714285714285,NA,156
2021-11-24,"Broward County, FL",1952778,195.72299999999998,0.027,50743,467.9485714285715,0.81,4044,14.714285714285714,NA,103
2021-11-24,"Palm Beach County, FL",1496770,105.16,0.028,26290,391.61428571428576,0.79,3470,9,NA,63
2021-11-24,"Duval County, FL",957755,47.59542857142857,0.022,15144,373.17857142857144,0.81,3225,6.285714285714286,NA,44
2021-11-29,"Broward County, FL",1952778,232.6585714285714,0.03,54287,450.1871428571429,0.79,3989,8.428571428571429,NA,59
2021-11-29,"Duval County, FL",957755,58.84457142857143,0.027,15256,359.35714285714283,0.78,3225,4.857142857142857,NA,34
2021-11-29,"Palm Beach County, FL",1496770,127.82628571428572,0.032,27962,367.4057142857143,0.76,3384,6.857142857142857,NA,48
2021-11-29,"Miami-Dade County, FL",2716940,434.08,0.028,108520,701.4428571428572,0.78,6295,16.428571428571427,NA,115
2021-11-30,"Broward County, FL",1952778,214.34314285714285,0.029,51738,441.36857142857144,0.78,3961,11.857142857142858,NA,83
2021-11-30,"Duval County, FL",957755,57.95357142857143,0.027,15025,350.14285714285717,0.76,3225,4.428571428571429,NA,31
2021-11-30,"Palm Beach County, FL",1496770,130.05,0.034,26775,366.9714285714286,0.76,3380,7.857142857142857,NA,55
2021-11-30,"Miami-Dade County, FL",2716940,408.076,0.028,102019,710.0500000000001,0.77,6455,20.857142857142858,NA,146
2021-12-01,"Miami-Dade County, FL",2716940,417.89,0.029,100870,724.9,0.77,6590,21.857142857142858,NA,153
2021-12-01,"Broward County, FL",1952778,215.51142857142855,0.03,50286,440.92285714285714,0.78,3957,11.142857142857142,NA,78
2021-12-01,"Palm Beach County, FL",1496770,125.61542857142858,0.034,25862,360.5357142857143,0.75,3365,8.285714285714286,NA,58
2021-12-01,"Duval County, FL",957755,55.63542857142857,0.027,14424,350.14285714285717,0.76,3225,4.571428571428571,NA,32
2021-12-02,"Miami-Dade County, FL",2716940,383.59128571428573,0.029,92591,719.95,0.77,6545,19.714285714285715,NA,138
2021-12-02,"Broward County, FL",1952778,175.56400000000002,0.028,43891,441.0342857142858,0.78,3958,12.142857142857142,NA,85
