date_file,County,Population,PCR_Positive_Tests,PCR_Positive_Percent,PCR_Total_Tests,Beds_Occupied_Total,Beds_Occupied_Percent,Beds_Available_Total,COVID_Total_Admissions,COVID_Susp_Admissions,COVID_Conf_Admissions
2021-03-30,"Palm Beach County, FL",1496770,400.3494285714286,0.079,35474,401.7514285714286,0.77,3652.285714285714,41.42857142857143,49,241
2021-03-30,"Duval County, FL",957755,97.77000000000001,0.035,19554,336.32142857142856,0.73,3225,26.285714285714285,99,85
2021-03-31,"Miami-Dade County, FL",2716940,1838.4505714285715,0.093,138378,716.5102040816327,0.83,6042.857142857143,97.85714285714286,176,509
2021-03-31,"Broward County, FL",1952778,951.5434285714285,0.103,64668,504.83714285714285,0.77,4589.428571428572,78.57142857142857,106,444
2021-03-31,"Palm Beach County, FL",1496770,403.542,0.081,34874,396.8595918367347,0.76,3655.285714285714,40.57142857142857,49,235
2021-03-31,"Duval County, FL",957755,93.83028571428572,0.034,19318,340.92857142857144,0.74,3225,27.142857142857142,103,87
2021-04-01,"Miami-Dade County, FL",2716940,1816.6977142857143,0.092,138227,716.0472108843538,0.83,6038.952380952382,90.14285714285714,147,484
2021-04-01,"Broward County, FL",1952778,951.2911428571427,0.107,62234,506.8014285714285,0.77,4607.285714285714,76.28571428571429,94,440
2021-04-01,"Palm Beach County, FL",1496770,413.20414285714287,0.081,35709,391.4438775510204,0.75,3653.476190476191,36.42857142857143,39,216
2021-04-01,"Duval County, FL",957755,93.47571428571429,0.034,19245,336.32142857142856,0.73,3225,26.142857142857142,104,79
2021-04-02,"Miami-Dade County, FL",2716940,1922.6742857142858,0.096,140195,716.2730612244897,0.83,6040.857142857142,92.85714285714286,148,502
2021-04-02,"Broward County, FL",1952778,984.1735714285714,0.111,62065,509.4257142857145,0.77,4631.142857142859,79.28571428571429,92,463
2021-04-02,"Palm Beach County, FL",1496770,427.26000000000005,0.084,35605,392.3877551020409,0.75,3662.285714285715,37.57142857142857,36,227
2021-04-02,"Duval County, FL",957755,97.38514285714284,0.036,18936,336.32142857142856,0.73,3225,26.857142857142858,105,83
2021-04-05,"Miami-Dade County, FL",2716940,2089.8354285714286,0.104,140662,709.6848979591836,0.82,6058.285714285714,91,133,504
2021-04-05,"Broward County, FL",1952778,982.2214285714286,0.11,62505,510.55714285714305,0.77,4641.428571428573,71.14285714285714,86,412
2021-04-05,"Palm Beach County, FL",1496770,422.75457142857147,0.083,35654,397.5808163265307,0.76,3661.928571428572,38.142857142857146,47,220
2021-04-05,"Duval County, FL",957755,110.65971428571429,0.039,19862,336.32142857142856,0.73,3225,30.142857142857142,110,101
2021-04-06,"Miami-Dade County, FL",2716940,2095.9649999999997,0.105,139731,712.7640816326531,0.82,6084.571428571429,88.71428571428571,124,497
2021-04-06,"Broward County, FL",1952778,1002.912,0.112,62682,509.56714285714287,0.77,4632.428571428572,79.28571428571429,84,471
2021-04-06,"Palm Beach County, FL",1496770,403.9788571428572,0.082,34486,402.8278571428572,0.77,3662.071428571429,38.714285714285715,58,213
2021-04-06,"Duval County, FL",957755,101.4962857142857,0.037,19202,336.32142857142856,0.73,3225,29.714285714285715,108,100
2021-04-07,"Miami-Dade County, FL",2716940,2096.558857142857,0.106,138452,711.4922448979593,0.82,6073.714285714286,88.14285714285714,129,488
2021-04-07,"Broward County, FL",1952778,997.776,0.112,62361,509.22142857142853,0.77,4629.285714285714,80.28571428571429,89,473
2021-04-07,"Palm Beach County, FL",1496770,411.52585714285715,0.083,34707,402.77285714285716,0.77,3661.571428571429,39,61,212
2021-04-07,"Duval County, FL",957755,106.30228571428572,0.038,19582,336.32142857142856,0.73,3225,27,93,96
2021-04-08,"Miami-Dade County, FL",2716940,2027.0045714285714,0.104,136433,710.6722448979592,0.82,6066.714285714286,87.42857142857143,127,485
2021-04-08,"Broward County, FL",1952778,999.8404285714286,0.111,63053,503.3991836734694,0.76,4636.571428571428,84,97,491
2021-04-08,"Palm Beach County, FL",1496770,405.28900000000004,0.083,34181,408.0195918367349,0.78,3661.714285714287,40,72,208
2021-04-08,"Duval County, FL",957755,116.21742857142858,0.041,19842,336.32142857142856,0.73,3225,26.857142857142858,91,97
2021-04-09,"Miami-Dade County, FL",2716940,1942.1674285714284,0.102,133286,697.740612244898,0.81,6029.857142857142,89,127,496
2021-04-09,"Broward County, FL",1952778,1013.0018571428571,0.111,63883,503.3216326530613,0.76,4635.857142857143,83.57142857142857,95,490
2021-04-09,"Palm Beach County, FL",1496770,415.0592857142857,0.083,35005,402.4742857142857,0.77,3658.857142857143,39.285714285714285,70,205
2021-04-09,"Duval County, FL",957755,116.45171428571429,0.041,19882,336.32142857142856,0.73,3225,26.428571428571427,92,93
2021-04-11,"Miami-Dade County, FL",2716940,2002.2674285714286,0.104,134768,709.0991836734695,0.82,6053.285714285716,98.85714285714286,139,553
2021-04-11,"Broward County, FL",1952778,1032.855,0.111,65135,497.93877551020404,0.75,4647.428571428572,88.14285714285714,99,518
2021-04-11,"Palm Beach County, FL",1496770,402.5142857142857,0.08,35220,403.84142857142854,0.77,3671.285714285714,38,64,202
2021-04-11,"Duval County, FL",957755,119.95157142857143,0.043,19527,336.32142857142856,0.73,3225,26.285714285714285,100,84
2021-04-12,"Miami-Dade County, FL",2716940,2093.4697142857144,0.106,138248,709.6514285714285,0.82,6058,101.71428571428571,142,570
2021-04-12,"Broward County, FL",1952778,1009.36,0.11,64232,498.9642857142856,0.75,4656.999999999999,78.28571428571429,89,459
2021-04-12,"Palm Beach County, FL",1496770,385.242,0.077,35022,404.6271428571428,0.77,3678.428571428571,37.285714285714285,63,198
2021-04-12,"Duval County, FL",957755,120.86171428571427,0.044,19228,336.32142857142856,0.73,3225,26.142857142857142,101,82
2021-04-13,"Miami-Dade County, FL",2716940,2118.8292857142856,0.107,138615,710.3710204081633,0.82,6064.142857142858,103.42857142857143,148,576
2021-04-13,"Broward County, FL",1952778,1017.1568571428571,0.109,65322,500.14285714285717,0.75,4668,89.57142857142857,109,518
2021-04-13,"Palm Beach County, FL",1496770,386.87142857142857,0.075,36108,405.52285714285716,0.77,3686.571428571429,36.714285714285715,53,204
2021-04-13,"Duval County, FL",957755,119.835,0.045,18641,340.92857142857144,0.74,3225,26.428571428571427,105,80
2021-04-14,"Miami-Dade County, FL",2716940,2206.985285714286,0.109,141733,720.6263265306122,0.83,6077.571428571428,105.14285714285714,149,587
2021-04-14,"Broward County, FL",1952778,1054.373142857143,0.111,66492,500.60204081632645,0.75,4672.285714285714,90.14285714285714,106,525
2021-04-14,"Palm Beach County, FL",1496770,419.22285714285715,0.08,36682,405.1614285714286,0.77,3683.285714285714,38.285714285714285,52,216
2021-04-14,"Duval County, FL",957755,120.04685714285714,0.046,18268,340.92857142857144,0.74,3225,29.142857142857142,115,89
2021-04-15,"Miami-Dade County, FL",2716940,2355.4365714285714,0.113,145912,721.8120408163267,0.83,6087.571428571429,107.28571428571429,150,601
2021-04-15,"Broward County, FL",1952778,1094.179,0.113,67781,499.7142857142857,0.75,4664,87.14285714285714,99,511
2021-04-15,"Palm Beach County, FL",1496770,427.33714285714285,0.082,36480,404.31285714285724,0.77,3675.571428571429,39.42857142857143,39,237
2021-04-15,"Duval County, FL",957755,128.716,0.049,18388,340.92857142857144,0.74,3225,31.142857142857142,116,102
2021-04-16,"Miami-Dade County, FL",2716940,2388.796428571429,0.115,145405,723.2010204081633,0.83,6099.285714285716,108.14285714285714,157,600
2021-04-16,"Broward County, FL",1952778,1090.1432857142859,0.113,67531,506.37714285714276,0.76,4663.999999999999,87.57142857142857,101,512
2021-04-16,"Palm Beach County, FL",1496770,436.62,0.084,36385,403.9985714285713,0.77,3672.714285714285,40.714285714285715,40,245
2021-04-16,"Duval County, FL",957755,134.43571428571428,0.05,18821,345.5357142857143,0.75,3225,33.285714285714285,122,111
2021-04-18,"Miami-Dade County, FL",2716940,2372.1378571428572,0.115,144391,725.1455918367344,0.83,6115.685714285712,102.42857142857143,156,561
2021-04-18,"Broward County, FL",1952778,1112.363142857143,0.114,68303,520.0689795918368,0.78,4667.285714285715,86.14285714285714,105,498
2021-04-18,"Palm Beach County, FL",1496770,432.25714285714287,0.082,36900,406.17306122448974,0.78,3645.142857142857,40.714285714285715,47,238
2021-04-18,"Duval County, FL",957755,146.16642857142855,0.053,19305,345.5357142857143,0.75,3225,33.857142857142854,122,115
2021-04-19,"Miami-Dade County, FL",2716940,2396.3445714285713,0.116,144607,736.2685714285715,0.84,6135.571428571428,108.14285714285714,182,575
2021-04-19,"Broward County, FL",1952778,1113.518142857143,0.113,68979,519.6471428571429,0.78,4663.5,77.14285714285714,90,450
2021-04-19,"Palm Beach County, FL",1496770,434.10185714285717,0.083,36611,404.35836734693885,0.78,3628.857142857143,45.285714285714285,47,270
2021-04-19,"Duval County, FL",957755,144.9322857142857,0.053,19142,345.5357142857143,0.75,3225,33,116,115
2021-04-20,"Miami-Dade County, FL",2716940,2315.402285714286,0.113,143432,736.6800000000001,0.84,6139,109.14285714285714,181,583
2021-04-20,"Broward County, FL",1952778,1081.2808571428573,0.113,66982,526.5269387755103,0.79,4665.428571428572,88.57142857142857,97,523
2021-04-20,"Palm Beach County, FL",1496770,427.34328571428574,0.083,36041,407.9463265306123,0.79,3614.714285714286,46.714285714285715,51,276
2021-04-20,"Duval County, FL",957755,147.42000000000002,0.052,19845,345.5357142857143,0.75,3225,32.285714285714285,107,119
2021-04-21,"Miami-Dade County, FL",2716940,2268.378142857143,0.113,140519,736.4399999999999,0.84,6137,110.14285714285714,180,591
2021-04-21,"Broward County, FL",1952778,1078.896,0.112,67431,526.5430612244897,0.79,4665.571428571428,88.28571428571429,99,519
2021-04-21,"Palm Beach County, FL",1496770,423.00357142857143,0.083,35675,407.7206122448979,0.79,3612.714285714285,47,55,274
2021-04-21,"Duval County, FL",957755,139.32142857142858,0.05,19505,345.5357142857143,0.75,3225,32.42857142857143,103,124
2021-04-22,"Miami-Dade County, FL",2716940,2216.656428571429,0.113,137315,736.1999999999998,0.84,6134.999999999999,111.42857142857143,179,601
2021-04-22,"Broward County, FL",1952778,1088.2868571428571,0.113,67416,527.7683673469388,0.79,4676.428571428572,91,103,534
2021-04-22,"Palm Beach County, FL",1496770,433.30800000000005,0.084,36109,407.44653061224477,0.79,3610.285714285713,46,61,261
2021-04-22,"Duval County, FL",957755,136.528,0.049,19504,347.06632653061223,0.75,3239.285714285714,31.142857142857142,104,114
2021-04-23,"Miami-Dade County, FL",2716940,2281.3207142857145,0.115,138863,735.4799999999998,0.84,6128.999999999999,111.57142857142857,182,599
2021-04-23,"Broward County, FL",1952778,1102.1357142857144,0.114,67675,535.2489795918367,0.8,4683.428571428572,90.28571428571429,101,531
2021-04-23,"Palm Beach County, FL",1496770,431.54071428571433,0.083,36395,407.2691836734694,0.79,3608.714285714286,46.285714285714285,63,261
2021-04-23,"Duval County, FL",957755,132.98742857142858,0.048,19394,342.74081632653053,0.74,3242.142857142857,28.571428571428573,95,105
2021-04-25,"Miami-Dade County, FL",2716940,2174.784,0.112,135924,729.3942857142856,0.84,6078.285714285714,104,155,573
2021-04-25,"Broward County, FL",1952778,1062.9518571428573,0.111,67033,536.2448979591837,0.8,4692.142857142857,87.42857142857143,96,516
2021-04-25,"Palm Beach County, FL",1496770,429.18114285714285,0.083,36196,402.9893877551021,0.78,3616.571428571429,46.857142857142854,60,268
2021-04-25,"Duval County, FL",957755,127.22285714285714,0.046,19360,347.67857142857144,0.75,3245,29.714285714285715,95,113
2021-04-26,"Miami-Dade County, FL",2716940,2100.180857142857,0.109,134874,724.6800000000001,0.84,6039,101.85714285714286,149,564
2021-04-26,"Broward County, FL",1952778,1049.8085714285714,0.11,66806,536.1142857142858,0.8,4691,77.85714285714286,90,455
2021-04-26,"Palm Beach County, FL",1496770,430.2305714285714,0.082,36727,403.6261224489796,0.78,3622.285714285714,44.714285714285715,61,252
2021-04-26,"Duval County, FL",957755,132.768,0.048,19362,347.67857142857144,0.75,3245,30.428571428571427,104,109
2021-04-27,"Miami-Dade County, FL",2716940,2089.950428571429,0.109,134217,732.2316326530614,0.85,6030.142857142859,100.57142857142857,161,543
2021-04-27,"Broward County, FL",1952778,1040.8565714285714,0.109,66844,536.1469387755103,0.8,4691.285714285715,84.85714285714286,103,491
2021-04-27,"Palm Beach County, FL",1496770,412.854,0.079,36582,403.9763265306123,0.78,3625.428571428572,43.142857142857146,60,242
2021-04-27,"Duval County, FL",957755,128.7154285714286,0.048,18771,347.67857142857144,0.75,3245,32,117,107
2021-04-28,"Miami-Dade County, FL",2716940,2054.098285714286,0.108,133136,722.1600000000001,0.84,6018.000000000001,100.42857142857143,173,530
2021-04-28,"Broward County, FL",1952778,992.5971428571429,0.108,64335,537.6489795918368,0.8,4704.428571428572,87.14285714285714,101,509
2021-04-28,"Palm Beach County, FL",1496770,404.875,0.079,35875,404.4857142857143,0.78,3630,44.714285714285715,58,255
2021-04-28,"Duval County, FL",957755,132.45942857142856,0.048,19317,347.67857142857144,0.75,3245,31.285714285714285,122,97
2021-04-29,"Miami-Dade County, FL",2716940,1975.8,0.105,131720,720.9942857142856,0.84,6008.285714285714,96.85714285714286,171,507
2021-04-29,"Broward County, FL",1952778,972.1255714285714,0.107,63597,538.3020408163266,0.8,4710.142857142857,83,93,488
2021-04-29,"Palm Beach County, FL",1496770,404.69442857142855,0.079,35859,405.4408163265307,0.78,3638.571428571429,43.714285714285715,55,251
2021-04-29,"Duval County, FL",957755,129.54542857142857,0.047,19294,347.67857142857144,0.75,3245,33,123,108
2021-05-02,"Miami-Dade County, FL",2716940,1846.929285714286,0.101,128005,725.4,0.84,6045,98.14285714285714,179,508
2021-05-02,"Broward County, FL",1952778,906.4750000000001,0.101,62825,529.9610204081633,0.79,4695.857142857143,77.57142857142857,101,442
2021-05-02,"Palm Beach County, FL",1496770,383.3874285714286,0.076,35312,405.69551020408164,0.78,3640.857142857143,38.857142857142854,49,223
2021-05-02,"Duval County, FL",957755,141.71442857142856,0.051,19451,352.3608163265307,0.76,3245.428571428572,30.714285714285715,105,110
2021-05-03,"Miami-Dade County, FL",2716940,1795.57,0.098,128255,720.8973469387755,0.83,6079.857142857143,98.57142857142857,175,515
2021-05-03,"Broward County, FL",1952778,871.822,0.098,62273,530.5226190476191,0.79,4700.833333333333,70,90,400
2021-05-03,"Palm Beach County, FL",1496770,379.8154285714286,0.076,34983,405.04285714285714,0.78,3635,39.714285714285715,47,231
2021-05-03,"Duval County, FL",957755,143.49942857142858,0.051,19696,352.4073469387755,0.76,3245.857142857143,29.571428571428573,99,108
2021-05-04,"Miami-Dade County, FL",2716940,1734.9420000000002,0.097,125202,721.6087755102042,0.83,6085.857142857143,100.71428571428571,176,529
2021-05-04,"Broward County, FL",1952778,838.5785714285714,0.095,61790,528.6067346938773,0.79,4683.857142857141,74.42857142857143,89,432
2021-05-04,"Palm Beach County, FL",1496770,362.07142857142856,0.074,34250,405.2497959183674,0.78,3636.857142857143,40,44,236
2021-05-04,"Duval County, FL",957755,144.88371428571426,0.051,19886,357.09142857142854,0.77,3246.285714285714,28.428571428571427,95,104
2021-05-05,"Miami-Dade County, FL",2716940,1670.3442857142857,0.095,123078,722.6081632653062,0.83,6094.285714285716,99.28571428571429,167,528
2021-05-05,"Broward County, FL",1952778,839.9437142857142,0.094,62549,526.2851020408164,0.79,4663.285714285714,71.71428571428571,99,403
2021-05-05,"Palm Beach County, FL",1496770,356.03142857142853,0.073,34140,405.01102040816346,0.78,3634.714285714287,36.285714285714285,40,214
2021-05-05,"Duval County, FL",957755,142.4575714285714,0.051,19553,357.1385714285715,0.77,3246.714285714286,27.857142857142858,86,109
2021-05-06,"Miami-Dade County, FL",2716940,1588.028,0.091,122156,723.929387755102,0.83,6105.428571428572,98.85714285714286,169,523
2021-05-06,"Broward County, FL",1952778,814.1080000000001,0.092,61943,518.715918367347,0.78,4655.142857142857,70.57142857142857,99,395
2021-05-06,"Palm Beach County, FL",1496770,341.7634285714285,0.072,33227,399.37857142857155,0.77,3630.714285714287,37.42857142857143,39,223
2021-05-06,"Duval County, FL",957755,145.28799999999998,0.052,19558,357.5942857142858,0.77,3250.857142857143,26.571428571428573,81,105
2021-05-09,"Miami-Dade County, FL",2716940,1494.4711428571427,0.086,121643,725.1828571428571,0.83,6116,93.42857142857143,159,495
2021-05-09,"Broward County, FL",1952778,725.196,0.084,60433,516.5510204081631,0.78,4635.714285714284,69.42857142857143,92,394
2021-05-09,"Palm Beach County, FL",1496770,316.5454285714286,0.066,33573,394.39346938775515,0.76,3632.571428571429,39,43,230
2021-05-09,"Duval County, FL",957755,140.67257142857142,0.051,19308,358.9142857142857,0.77,3262.857142857143,24.857142857142858,93,81
2021-05-10,"Miami-Dade County, FL",2716940,1428,0.085,117600,721.947551020408,0.83,6088.714285714284,85.28571428571429,148,449
2021-05-10,"Broward County, FL",1952778,684.4108571428571,0.079,60644,517.5804081632652,0.78,4644.952380952381,62.142857142857146,85,350
2021-05-10,"Palm Beach County, FL",1496770,315.71571428571434,0.066,33485,395.27496598639453,0.76,3640.690476190476,35.857142857142854,39,212
2021-05-10,"Duval County, FL",957755,133.875,0.049,19125,359.3228571428571,0.77,3266.571428571428,26.285714285714285,107,77
2021-05-11,"Miami-Dade County, FL",2716940,1341.6492857142857,0.081,115945,719.1085714285713,0.84,5992.571428571428,83.14285714285714,131,451
2021-05-11,"Broward County, FL",1952778,663.6574285714286,0.078,59559,521.7546938775512,0.79,4623.142857142859,65.57142857142857,88,371
2021-05-11,"Palm Beach County, FL",1496770,313.74514285714287,0.066,33276,394.4089795918367,0.76,3632.714285714286,36,43,209
2021-05-11,"Duval County, FL",957755,129.86771428571427,0.047,19342,359.7314285714286,0.77,3270.285714285714,26,101,81
2021-05-12,"Miami-Dade County, FL",2716940,1301.096142857143,0.079,115287,720.6263265306122,0.83,6077.571428571428,81.71428571428571,132,440
2021-05-12,"Broward County, FL",1952778,614.4431428571428,0.074,58123,521.7708163265305,0.79,4623.285714285714,63.57142857142857,75,370
2021-05-12,"Palm Beach County, FL",1496770,312.8357142857143,0.065,33690,388.3316326530612,0.75,3624.428571428571,34.42857142857143,42,199
2021-05-12,"Duval County, FL",957755,128.22942857142857,0.047,19098,360.14,0.77,3274,24.857142857142858,97,77
2021-05-13,"Miami-Dade County, FL",2716940,1253.934,0.077,113994,715.8685714285714,0.84,5965.571428571428,78.85714285714286,125,427
2021-05-13,"Broward County, FL",1952778,587.9005714285714,0.072,57157,521.4322448979591,0.79,4620.285714285714,64,78,370
2021-05-13,"Palm Beach County, FL",1496770,311.4335714285714,0.065,33539,387.64285714285717,0.75,3618,32.285714285714285,44,182
2021-05-13,"Duval County, FL",957755,124.87228571428571,0.047,18598,360.14,0.77,3274,26.285714285714285,105,79
2021-05-16,"Miami-Dade County, FL",2716940,1084.611,0.069,110033,719.9691428571426,0.84,5999.742857142856,69.28571428571429,94,391
2021-05-16,"Broward County, FL",1952778,512.028,0.066,54306,515.4844897959184,0.78,4626.142857142857,64.71428571428571,79,374
2021-05-16,"Palm Beach County, FL",1496770,280.9921428571428,0.061,32245,384.6857142857143,0.75,3590.4,28.571428571428573,39,161
2021-05-16,"Duval County, FL",957755,117.51142857142857,0.044,18695,355.9281632653061,0.76,3278.285714285714,26.857142857142858,97,91
2021-05-17,"Miami-Dade County, FL",2716940,1073.3202857142858,0.066,113837,720.36,0.84,6003.000000000001,73.71428571428571,99,417
2021-05-17,"Broward County, FL",1952778,497.44457142857146,0.064,54408,509.0747619047619,0.77,4627.952380952381,59.714285714285715,76,342
2021-05-17,"Palm Beach County, FL",1496770,263.90000000000003,0.058,31850,384.0918367346939,0.75,3584.857142857143,31.571428571428573,43,178
2021-05-17,"Duval County, FL",957755,120.14999999999999,0.045,18690,356.0832653061225,0.76,3279.714285714286,25.285714285714285,80,97
2021-05-18,"Miami-Dade County, FL",2716940,1067.9742857142858,0.066,113270,717.102857142857,0.84,5975.857142857142,71.42857142857143,106,394
2021-05-18,"Broward County, FL",1952778,480.9428571428571,0.062,54300,508.48653061224513,0.76,4683.428571428573,64.14285714285714,85,364
2021-05-18,"Palm Beach County, FL",1496770,261.28171428571426,0.058,31534,383.29591836734693,0.75,3577.428571428571,29.142857142857142,37,167
2021-05-18,"Duval County, FL",957755,120.89457142857142,0.046,18397,356.2383673469388,0.76,3281.142857142857,25.142857142857142,80,96
2021-05-19,"Miami-Dade County, FL",2716940,1018.3771428571429,0.064,111385,717.5485714285714,0.84,5979.571428571428,70.57142857142857,99,395
2021-05-19,"Broward County, FL",1952778,474.763,0.061,54481,508.5020408163265,0.76,4683.571428571428,63,91,350
2021-05-19,"Palm Beach County, FL",1496770,249.5867142857143,0.057,30651,383.9234693877552,0.75,3583.285714285715,29.571428571428573,38,169
2021-05-19,"Duval County, FL",957755,117.59785714285714,0.045,18293,356.39346938775503,0.76,3282.571428571428,25.857142857142858,92,89
2021-05-20,"Miami-Dade County, FL",2716940,1005.066,0.063,111674,733.1314285714286,0.84,6109.428571428572,72.85714285714286,104,406
2021-05-20,"Broward County, FL",1952778,440.71714285714285,0.058,53190,514.5171428571429,0.77,4677.428571428572,60.42857142857143,87,336
2021-05-20,"Palm Beach County, FL",1496770,239.088,0.056,29886,384.18367346938794,0.75,3585.714285714287,30,44,166
2021-05-20,"Duval County, FL",957755,119.53928571428571,0.045,18595,356.54857142857145,0.76,3284,24.428571428571427,88,83
2021-05-23,"Miami-Dade County, FL",2716940,956.0914285714285,0.06,111544,734.0228571428571,0.84,6116.857142857143,68.85714285714286,106,376
2021-05-23,"Broward County, FL",1952778,402.8757142857143,0.053,53210,512.4742857142858,0.77,4658.857142857143,53.857142857142854,89,288
2021-05-23,"Palm Beach County, FL",1496770,219.4845714285714,0.052,29546,383.3418367346939,0.75,3577.857142857143,25.285714285714285,37,140
2021-05-23,"Duval County, FL",957755,109.57014285714286,0.043,17837,356.54857142857145,0.76,3284,22,88,66
2021-05-24,"Miami-Dade County, FL",2716940,927.7412857142856,0.059,110071,726.5718367346936,0.83,6127.714285714284,66.42857142857143,107,358
2021-05-24,"Broward County, FL",1952778,380.52557142857137,0.051,52229,514.0810204081633,0.78,4613.547619047619,47.142857142857146,83,247
2021-05-24,"Palm Beach County, FL",1496770,211.71428571428572,0.05,29640,382.9591836734694,0.75,3574.285714285714,23.714285714285715,34,132
2021-05-24,"Duval County, FL",957755,103.88814285714285,0.041,17737,356.54857142857145,0.76,3284,21.571428571428573,87,64
2021-05-25,"Miami-Dade County, FL",2716940,916.9442857142857,0.059,108790,727.0122448979594,0.83,6131.428571428573,66.42857142857143,104,361
2021-05-25,"Broward County, FL",1952778,375.15599999999995,0.051,51492,505.7642857142858,0.77,4597.857142857143,52.42857142857143,98,269
2021-05-25,"Palm Beach County, FL",1496770,207.63400000000001,0.049,29662,382.89795918367344,0.75,3573.714285714286,23.714285714285715,36,130
2021-05-25,"Duval County, FL",957755,100.11428571428573,0.04,17520,356.2383673469388,0.76,3281.142857142857,21.285714285714285,84,65
2021-05-26,"Miami-Dade County, FL",2716940,883.7931428571429,0.057,108536,727.3002040816326,0.83,6133.857142857143,63.285714285714285,102,341
2021-05-26,"Broward County, FL",1952778,348.418,0.049,49774,506.45571428571446,0.77,4604.142857142859,51.42857142857143,96,264
2021-05-26,"Palm Beach County, FL",1496770,188.87285714285713,0.047,28130,387.6930612244898,0.76,3570.857142857143,24.714285714285715,38,135
2021-05-26,"Duval County, FL",957755,98.07385714285715,0.039,17603,355.9281632653061,0.76,3278.285714285714,21.571428571428573,74,77
2021-05-27,"Miami-Dade County, FL",2716940,832.7471428571429,0.055,105986,727.9777551020408,0.83,6139.571428571428,61.142857142857146,89,339
2021-05-27,"Broward County, FL",1952778,345.471,0.049,49353,500.04897959183666,0.76,4605.714285714285,49.42857142857143,97,249
2021-05-27,"Palm Beach County, FL",1496770,181.58828571428572,0.046,27633,387.6155102040816,0.76,3570.142857142857,23.285714285714285,29,134
2021-05-27,"Duval County, FL",957755,97.84,0.04,17122,355.9281632653061,0.76,3278.285714285714,21.142857142857142,68,80
2021-06-01,"Miami-Dade County, FL",2716940,647.726,0.046,98567,724.7424489795919,0.83,6112.285714285716,54.714285714285715,75,308
2021-06-01,"Broward County, FL",1952778,306.9642857142857,0.045,47750,504.15840816326534,0.76,4643.564285714286,32.714285714285715,48,181
2021-06-01,"Palm Beach County, FL",1496770,164.60399999999998,0.044,26187,389.6783673469387,0.76,3589.142857142857,23,30,131
2021-06-01,"Duval County, FL",957755,111.34285714285716,0.05,15588,356.8587755102041,0.76,3286.857142857143,22.857142857142858,78,82
2021-06-02,"Miami-Dade County, FL",2716940,636.6342857142856,0.045,99032,715.3412244897958,0.82,6106.571428571428,54.285714285714285,79,301
2021-06-02,"Broward County, FL",1952778,298.2508571428571,0.044,47449,501.1812244897959,0.76,4616.142857142857,42.714285714285715,67,232
2021-06-02,"Palm Beach County, FL",1496770,151.31400000000002,0.042,25219,384.42857142857144,0.75,3588,21,26,121
2021-06-02,"Duval County, FL",957755,102.144,0.048,14896,357.0138775510204,0.76,3288.285714285714,23.142857142857142,82,80
2021-06-03,"Miami-Dade County, FL",2716940,627.7757142857143,0.045,97654,714.2367346938775,0.82,6097.142857142857,48.714285714285715,81,260
2021-06-03,"Broward County, FL",1952778,297.53999999999996,0.045,46284,494.2193877551021,0.75,4612.714285714286,42,62,232
2021-06-03,"Palm Beach County, FL",1496770,150.00242857142854,0.043,24419,383.57142857142856,0.75,3580,20.857142857142858,27,119
2021-06-03,"Duval County, FL",957755,103.93799999999999,0.051,14266,356.8587755102041,0.76,3286.857142857143,22,81,73
2021-06-06,"Miami-Dade County, FL",2716940,549.2418571428572,0.041,93773,704.7,0.81,6090,42.714285714285715,79,220
2021-06-06,"Broward County, FL",1952778,285.2591428571429,0.046,43409,499.32000000000005,0.76,4599,39.714285714285715,67,211
2021-06-06,"Palm Beach County, FL",1496770,142.38857142857142,0.04,24918,381.85714285714283,0.75,3564,18.571428571428573,22,108
2021-06-06,"Duval County, FL",957755,94.704,0.048,13811,351.2142857142857,0.75,3278,23,80,81
2021-06-07,"Miami-Dade County, FL",2716940,511.60200000000003,0.042,85267,713.2828571428571,0.82,6089,44.57142857142857,75,237
2021-06-07,"Broward County, FL",1952778,268.29171428571425,0.046,40827,499.2114285714286,0.76,4598,32.285714285714285,60,166
2021-06-07,"Palm Beach County, FL",1496770,138.99,0.041,23730,381.64285714285717,0.75,3562,17.571428571428573,19,104
2021-06-07,"Duval County, FL",957755,79.32885714285713,0.043,12914,355.57142857142856,0.76,3275,22,74,80
2021-06-08,"Miami-Dade County, FL",2716940,497.208,0.042,82868,710.3542857142857,0.82,6064,44,76,232
2021-06-08,"Broward County, FL",1952778,240.91257142857143,0.044,38327,504.90000000000003,0.77,4590,33.42857142857143,59,175
2021-06-08,"Palm Beach County, FL",1496770,122.63271428571429,0.039,22011,381.5357142857143,0.75,3561,16.714285714285715,20,97
2021-06-08,"Duval County, FL",957755,74.47942857142857,0.041,12716,355.46285714285716,0.76,3274,22.714285714285715,74,85
2021-06-09,"Miami-Dade County, FL",2716940,481.09400000000005,0.041,82138,710.7057142857142,0.82,6067,43.285714285714285,71,232
2021-06-09,"Broward County, FL",1952778,234.82171428571428,0.044,37358,504.90000000000003,0.77,4590,34.42857142857143,58,183
2021-06-09,"Palm Beach County, FL",1496770,120.802,0.038,22253,386.6228571428572,0.76,3561,17,20,99
2021-06-09,"Duval County, FL",957755,73.52614285714286,0.039,13197,355.46285714285716,0.76,3274,21.142857142857142,71,77
2021-06-10,"Miami-Dade County, FL",2716940,487.8824285714286,0.041,83297,719.9657142857142,0.83,6072,46.57142857142857,80,246
2021-06-10,"Broward County, FL",1952778,244.92185714285714,0.043,39871,511.68,0.78,4592,36.857142857142854,62,196
